shift_over_Lp,shift_physical_m,fit_error,objective_method
0.10399999999999998,0.026181906037039994,0.02205310624586887,robust_weighted
0.10499999999999998,0.026433655133549994,0.022324737731986524,robust_weighted
0.10599999999999998,0.026685404230059995,0.0226016327236071,robust_weighted
0.10699999999999998,0.026937153326569995,0.022884546840265627,robust_weighted
0.10799999999999998,0.027188902423079996,0.023173708368355646,robust_weighted
0.10899999999999999,0.027440651519589996,0.02346914679740908,robust_weighted
0.10999999999999999,0.027692400616099996,0.023771157797936024,robust_weighted
0.11099999999999999,0.027944149712609997,0.024079549265675647,robust_weighted
0.11199999999999999,0.028195898809119997,0.02439443035063491,robust_weighted
0.11299999999999999,0.028447647905629998,0.02471471023474188,robust_weighted
0.11399999999999999,0.028699397002139998,0.02503991345364841,robust_weighted
0.11499999999999999,0.02895114609865,0.02537022905165126,robust_weighted
0.11599999999999999,0.029202895195159995,0.025705863783518162,robust_weighted
0.11699999999999999,0.029454644291669996,0.02604696104026069,robust_weighted
0.118,0.029706393388179996,0.026393548671401864,robust_weighted
0.119,0.029958142484689997,0.02674539020881575,robust_weighted
0.12,0.030209891581199997,0.027101964520079843,robust_weighted
0.121,0.030461640677709997,0.027462261806087875,robust_weighted
0.122,0.030713389774219998,0.02782556539203925,robust_weighted
0.123,0.030965138870729998,0.028192099449204824,robust_weighted
0.124,0.03121688796724,0.02856258575646288,robust_weighted
0.125,0.03146863706375,0.028937648041784475,robust_weighted
0.126,0.031720386160259996,0.029317760382165645,robust_weighted
0.127,0.03197213525677,0.029703069741993222,robust_weighted
0.128,0.03222388435328,0.030093720517487793,robust_weighted
0.129,0.03247563344979,0.030489455082670217,robust_weighted
0.13,0.0327273825463,0.030889747324602115,robust_weighted
0.131,0.03297913164281,0.03129390629725508,robust_weighted
0.132,0.03323088073932,0.03170163884340619,robust_weighted
0.133,0.03348262983583,0.032112943261957995,robust_weighted
0.134,0.03373437893234,0.032526514842297974,robust_weighted
0.135,0.03398612802885,0.03294220533393048,robust_weighted
0.136,0.03423787712536,0.033359478110142525,robust_weighted
0.137,0.034489626221870004,0.033777284370467786,robust_weighted
0.138,0.03474137531838,0.03419315829301789,robust_weighted
0.139,0.034993124414890005,0.03460512228790763,robust_weighted
0.14,0.0352448735114,0.03501426675858035,robust_weighted
0.14100000000000001,0.035496622607910006,0.03542175077689832,robust_weighted
0.14200000000000002,0.03574837170442,0.03582847933429092,robust_weighted
0.14300000000000002,0.036000120800930006,0.03623472038516922,robust_weighted
0.14400000000000002,0.03625186989744,0.036640398287241124,robust_weighted
0.14500000000000002,0.03650361899395,0.037045243580650596,robust_weighted
0.14600000000000002,0.036755368090460004,0.03744962270335922,robust_weighted
0.14700000000000002,0.03700711718697,0.037854396996833795,robust_weighted
0.14800000000000002,0.037258866283480005,0.03826054549229989,robust_weighted
0.14900000000000002,0.03751061537999,0.038668423361321536,robust_weighted
0.15000000000000002,0.037762364476500006,0.03907718126254758,robust_weighted
0.15100000000000002,0.03801411357301,0.039485643510760504,robust_weighted
0.15199999999999997,0.03826586266951999,0.0398928911708194,robust_weighted
